Sensor,Date_Time,Date,Time,Count
Melbourne Convention Exhibition Centre,2019-01-07T02:00:00Z,2019-01-07,13,1267
QV Market-Elizabeth St (West),2019-01-07T02:00:00Z,2019-01-07,13,985
QV Market-Peel St,2019-01-07T02:00:00Z,2019-01-07,13,177
The Arts Centre,2019-01-07T02:00:00Z,2019-01-07,13,2618
St Kilda Rd-Alexandra Gardens,2019-01-07T02:00:00Z,2019-01-07,13,1083
Lonsdale St (South),2019-01-07T02:00:00Z,2019-01-07,13,938
Lygon St (West),2019-01-07T02:00:00Z,2019-01-07,13,429
City Square,2019-01-07T02:00:00Z,2019-01-07,13,NA
Flinders St-Spring St (West),2019-01-07T02:00:00Z,2019-01-07,13,343
Flinders St-Spark La,2019-01-07T02:00:00Z,2019-01-07,13,218
Southbank,2019-01-07T02:00:00Z,2019-01-07,13,3683
Queen St (West),2019-01-07T02:00:00Z,2019-01-07,13,725
Lygon St (East),2019-01-07T02:00:00Z,2019-01-07,13,353
Flinders St-Swanston St (West),2019-01-07T02:00:00Z,2019-01-07,13,1504
Alfred Place,2019-01-07T02:00:00Z,2019-01-07,13,975
Lonsdale St-Spring St (West),2019-01-07T02:00:00Z,2019-01-07,13,712
Grattan St-Swanston St (West),2019-01-07T02:00:00Z,2019-01-07,13,530
Monash Rd-Swanston St (West),2019-01-07T02:00:00Z,2019-01-07,13,331
Tin Alley-Swanston St (West),2019-01-07T02:00:00Z,2019-01-07,13,159
Bourke Street Mall (North),2019-01-07T03:00:00Z,2019-01-07,14,3138
Bourke Street Mall (South),2019-01-07T03:00:00Z,2019-01-07,14,2952
Melbourne Central,2019-01-07T03:00:00Z,2019-01-07,14,NA
Town Hall (West),2019-01-07T03:00:00Z,2019-01-07,14,3347
Princes Bridge,2019-01-07T03:00:00Z,2019-01-07,14,2902
Flinders Street Station Underpass,2019-01-07T03:00:00Z,2019-01-07,14,1838
Birrarung Marr,2019-01-07T03:00:00Z,2019-01-07,14,NA
Webb Bridge,2019-01-07T03:00:00Z,2019-01-07,14,277
Southern Cross Station,2019-01-07T03:00:00Z,2019-01-07,14,656
Victoria Point,2019-01-07T03:00:00Z,2019-01-07,14,156
Waterfront City,2019-01-07T03:00:00Z,2019-01-07,14,129
New Quay,2019-01-07T03:00:00Z,2019-01-07,14,406
Flagstaff Station,2019-01-07T03:00:00Z,2019-01-07,14,NA
Sandridge Bridge,2019-01-07T03:00:00Z,2019-01-07,14,587
State Library,2019-01-07T03:00:00Z,2019-01-07,14,1366
Collins St (North),2019-01-07T03:00:00Z,2019-01-07,14,1729
Collins Place (South),2019-01-07T03:00:00Z,2019-01-07,14,758
Collins Place (North),2019-01-07T03:00:00Z,2019-01-07,14,413
Chinatown-Swanston St (North),2019-01-07T03:00:00Z,2019-01-07,14,952
Chinatown-Lt Bourke St (South),2019-01-07T03:00:00Z,2019-01-07,14,532
Bourke St-Russell St (West),2019-01-07T03:00:00Z,2019-01-07,14,958
Flinders St-Elizabeth St (East),2019-01-07T03:00:00Z,2019-01-07,14,NA
Spencer St-Collins St (South),2019-01-07T03:00:00Z,2019-01-07,14,591
Spencer St-Collins St (North),2019-01-07T03:00:00Z,2019-01-07,14,1704
Melbourne Convention Exhibition Centre,2019-01-07T03:00:00Z,2019-01-07,14,1102
QV Market-Elizabeth St (West),2019-01-07T03:00:00Z,2019-01-07,14,514
QV Market-Peel St,2019-01-07T03:00:00Z,2019-01-07,14,144
The Arts Centre,2019-01-07T03:00:00Z,2019-01-07,14,2590
St Kilda Rd-Alexandra Gardens,2019-01-07T03:00:00Z,2019-01-07,14,851
Lonsdale St (South),2019-01-07T03:00:00Z,2019-01-07,14,699
Lygon St (West),2019-01-07T03:00:00Z,2019-01-07,14,359
City Square,2019-01-07T03:00:00Z,2019-01-07,14,NA
Flinders St-Spring St (West),2019-01-07T03:00:00Z,2019-01-07,14,241
Flinders St-Spark La,2019-01-07T03:00:00Z,2019-01-07,14,196
Southbank,2019-01-07T03:00:00Z,2019-01-07,14,2978
Queen St (West),2019-01-07T03:00:00Z,2019-01-07,14,515
Lygon St (East),2019-01-07T03:00:00Z,2019-01-07,14,254
Flinders St-Swanston St (West),2019-01-07T03:00:00Z,2019-01-07,14,1015
Alfred Place,2019-01-07T03:00:00Z,2019-01-07,14,413
Lonsdale St-Spring St (West),2019-01-07T03:00:00Z,2019-01-07,14,420
Grattan St-Swanston St (West),2019-01-07T03:00:00Z,2019-01-07,14,346
Monash Rd-Swanston St (West),2019-01-07T03:00:00Z,2019-01-07,14,219
Tin Alley-Swanston St (West),2019-01-07T03:00:00Z,2019-01-07,14,108
Bourke Street Mall (North),2019-01-07T04:00:00Z,2019-01-07,15,2877
Bourke Street Mall (South),2019-01-07T04:00:00Z,2019-01-07,15,2493
Melbourne Central,2019-01-07T04:00:00Z,2019-01-07,15,NA
Town Hall (West),2019-01-07T04:00:00Z,2019-01-07,15,3133
Princes Bridge,2019-01-07T04:00:00Z,2019-01-07,15,3339
Flinders Street Station Underpass,2019-01-07T04:00:00Z,2019-01-07,15,2015
Birrarung Marr,2019-01-07T04:00:00Z,2019-01-07,15,NA
Webb Bridge,2019-01-07T04:00:00Z,2019-01-07,15,277
Southern Cross Station,2019-01-07T04:00:00Z,2019-01-07,15,1082
Victoria Point,2019-01-07T04:00:00Z,2019-01-07,15,296
Waterfront City,2019-01-07T04:00:00Z,2019-01-07,15,104
New Quay,2019-01-07T04:00:00Z,2019-01-07,15,402
Flagstaff Station,2019-01-07T04:00:00Z,2019-01-07,15,NA
Sandridge Bridge,2019-01-07T04:00:00Z,2019-01-07,15,717
State Library,2019-01-07T04:00:00Z,2019-01-07,15,1384
Collins St (North),2019-01-07T04:00:00Z,2019-01-07,15,1484
Collins Place (South),2019-01-07T04:00:00Z,2019-01-07,15,637
Collins Place (North),2019-01-07T04:00:00Z,2019-01-07,15,485
Chinatown-Swanston St (North),2019-01-07T04:00:00Z,2019-01-07,15,887
Chinatown-Lt Bourke St (South),2019-01-07T04:00:00Z,2019-01-07,15,423
Bourke St-Russell St (West),2019-01-07T04:00:00Z,2019-01-07,15,966
Flinders St-Elizabeth St (East),2019-01-07T04:00:00Z,2019-01-07,15,NA
Spencer St-Collins St (South),2019-01-07T04:00:00Z,2019-01-07,15,567
Spencer St-Collins St (North),2019-01-07T04:00:00Z,2019-01-07,15,2050
Melbourne Convention Exhibition Centre,2019-01-07T04:00:00Z,2019-01-07,15,1115
QV Market-Elizabeth St (West),2019-01-07T04:00:00Z,2019-01-07,15,552
QV Market-Peel St,2019-01-07T04:00:00Z,2019-01-07,15,150
The Arts Centre,2019-01-07T04:00:00Z,2019-01-07,15,2948
St Kilda Rd-Alexandra Gardens,2019-01-07T04:00:00Z,2019-01-07,15,1016
Lonsdale St (South),2019-01-07T04:00:00Z,2019-01-07,15,691
Lygon St (West),2019-01-07T04:00:00Z,2019-01-07,15,329
City Square,2019-01-07T04:00:00Z,2019-01-07,15,NA
Flinders St-Spring St (West),2019-01-07T04:00:00Z,2019-01-07,15,238
Flinders St-Spark La,2019-01-07T04:00:00Z,2019-01-07,15,209
Southbank,2019-01-07T04:00:00Z,2019-01-07,15,2817
Queen St (West),2019-01-07T04:00:00Z,2019-01-07,15,482
Lygon St (East),2019-01-07T04:00:00Z,2019-01-07,15,284
Flinders St-Swanston St (West),2019-01-07T04:00:00Z,2019-01-07,15,1074
Alfred Place,2019-01-07T04:00:00Z,2019-01-07,15,304
Lonsdale St-Spring St (West),2019-01-07T04:00:00Z,2019-01-07,15,352
Grattan St-Swanston St (West),2019-01-07T04:00:00Z,2019-01-07,15,365
Monash Rd-Swanston St (West),2019-01-07T04:00:00Z,2019-01-07,15,237
Tin Alley-Swanston St (West),2019-01-07T04:00:00Z,2019-01-07,15,119
Bourke Street Mall (North),2019-01-07T05:00:00Z,2019-01-07,16,2809
Bourke Street Mall (South),2019-01-07T05:00:00Z,2019-01-07,16,2497
Melbourne Central,2019-01-07T05:00:00Z,2019-01-07,16,NA
Town Hall (West),2019-01-07T05:00:00Z,2019-01-07,16,3175
Princes Bridge,2019-01-07T05:00:00Z,2019-01-07,16,3600
Flinders Street Station Underpass,2019-01-07T05:00:00Z,2019-01-07,16,2758
Birrarung Marr,2019-01-07T05:00:00Z,2019-01-07,16,NA
Webb Bridge,2019-01-07T05:00:00Z,2019-01-07,16,455
Southern Cross Station,2019-01-07T05:00:00Z,2019-01-07,16,2522
Victoria Point,2019-01-07T05:00:00Z,2019-01-07,16,563
Waterfront City,2019-01-07T05:00:00Z,2019-01-07,16,96
New Quay,2019-01-07T05:00:00Z,2019-01-07,16,394
Flagstaff Station,2019-01-07T05:00:00Z,2019-01-07,16,NA
Sandridge Bridge,2019-01-07T05:00:00Z,2019-01-07,16,1048
State Library,2019-01-07T05:00:00Z,2019-01-07,16,1514
Collins St (North),2019-01-07T05:00:00Z,2019-01-07,16,1415
Collins Place (South),2019-01-07T05:00:00Z,2019-01-07,16,611
Collins Place (North),2019-01-07T05:00:00Z,2019-01-07,16,852
Chinatown-Swanston St (North),2019-01-07T05:00:00Z,2019-01-07,16,933
Chinatown-Lt Bourke St (South),2019-01-07T05:00:00Z,2019-01-07,16,433
Bourke St-Russell St (West),2019-01-07T05:00:00Z,2019-01-07,16,909
Flinders St-Elizabeth St (East),2019-01-07T05:00:00Z,2019-01-07,16,NA
Spencer St-Collins St (South),2019-01-07T05:00:00Z,2019-01-07,16,797
Spencer St-Collins St (North),2019-01-07T05:00:00Z,2019-01-07,16,3358
Melbourne Convention Exhibition Centre,2019-01-07T05:00:00Z,2019-01-07,16,1286
QV Market-Elizabeth St (West),2019-01-07T05:00:00Z,2019-01-07,16,555
QV Market-Peel St,2019-01-07T05:00:00Z,2019-01-07,16,175
The Arts Centre,2019-01-07T05:00:00Z,2019-01-07,16,3056
St Kilda Rd-Alexandra Gardens,2019-01-07T05:00:00Z,2019-01-07,16,1023
Lonsdale St (South),2019-01-07T05:00:00Z,2019-01-07,16,687
Lygon St (West),2019-01-07T05:00:00Z,2019-01-07,16,325
City Square,2019-01-07T05:00:00Z,2019-01-07,16,NA
Flinders St-Spring St (West),2019-01-07T05:00:00Z,2019-01-07,16,371
Flinders St-Spark La,2019-01-07T05:00:00Z,2019-01-07,16,234
Southbank,2019-01-07T05:00:00Z,2019-01-07,16,3308
Queen St (West),2019-01-07T05:00:00Z,2019-01-07,16,511
Lygon St (East),2019-01-07T05:00:00Z,2019-01-07,16,218
Flinders St-Swanston St (West),2019-01-07T05:00:00Z,2019-01-07,16,1689
Alfred Place,2019-01-07T05:00:00Z,2019-01-07,16,453
Lonsdale St-Spring St (West),2019-01-07T05:00:00Z,2019-01-07,16,373
Grattan St-Swanston St (West),2019-01-07T05:00:00Z,2019-01-07,16,438
Monash Rd-Swanston St (West),2019-01-07T05:00:00Z,2019-01-07,16,278
Tin Alley-Swanston St (West),2019-01-07T05:00:00Z,2019-01-07,16,147
Bourke Street Mall (North),2019-01-07T06:00:00Z,2019-01-07,17,3331
Bourke Street Mall (South),2019-01-07T06:00:00Z,2019-01-07,17,2339
Melbourne Central,2019-01-07T06:00:00Z,2019-01-07,17,NA
Town Hall (West),2019-01-07T06:00:00Z,2019-01-07,17,3339
Princes Bridge,2019-01-07T06:00:00Z,2019-01-07,17,4737
Flinders Street Station Underpass,2019-01-07T06:00:00Z,2019-01-07,17,4242
Birrarung Marr,2019-01-07T06:00:00Z,2019-01-07,17,NA
Webb Bridge,2019-01-07T06:00:00Z,2019-01-07,17,737
Southern Cross Station,2019-01-07T06:00:00Z,2019-01-07,17,3458
Victoria Point,2019-01-07T06:00:00Z,2019-01-07,17,778
Waterfront City,2019-01-07T06:00:00Z,2019-01-07,17,163
New Quay,2019-01-07T06:00:00Z,2019-01-07,17,660
Flagstaff Station,2019-01-07T06:00:00Z,2019-01-07,17,NA
Sandridge Bridge,2019-01-07T06:00:00Z,2019-01-07,17,1813
State Library,2019-01-07T06:00:00Z,2019-01-07,17,1885
Collins St (North),2019-01-07T06:00:00Z,2019-01-07,17,1490
Collins Place (South),2019-01-07T06:00:00Z,2019-01-07,17,1092
Collins Place (North),2019-01-07T06:00:00Z,2019-01-07,17,1470
Chinatown-Swanston St (North),2019-01-07T06:00:00Z,2019-01-07,17,1042
Chinatown-Lt Bourke St (South),2019-01-07T06:00:00Z,2019-01-07,17,482
Bourke St-Russell St (West),2019-01-07T06:00:00Z,2019-01-07,17,1201
Flinders St-Elizabeth St (East),2019-01-07T06:00:00Z,2019-01-07,17,NA
Spencer St-Collins St (South),2019-01-07T06:00:00Z,2019-01-07,17,1167
Spencer St-Collins St (North),2019-01-07T06:00:00Z,2019-01-07,17,4748
Melbourne Convention Exhibition Centre,2019-01-07T06:00:00Z,2019-01-07,17,1519
QV Market-Elizabeth St (West),2019-01-07T06:00:00Z,2019-01-07,17,710
QV Market-Peel St,2019-01-07T06:00:00Z,2019-01-07,17,238
The Arts Centre,2019-01-07T06:00:00Z,2019-01-07,17,4149
St Kilda Rd-Alexandra Gardens,2019-01-07T06:00:00Z,2019-01-07,17,1346
Lonsdale St (South),2019-01-07T06:00:00Z,2019-01-07,17,848
Lygon St (West),2019-01-07T06:00:00Z,2019-01-07,17,362
City Square,2019-01-07T06:00:00Z,2019-01-07,17,NA
Flinders St-Spring St (West),2019-01-07T06:00:00Z,2019-01-07,17,485
Flinders St-Spark La,2019-01-07T06:00:00Z,2019-01-07,17,336
Southbank,2019-01-07T06:00:00Z,2019-01-07,17,4454
Queen St (West),2019-01-07T06:00:00Z,2019-01-07,17,640
Lygon St (East),2019-01-07T06:00:00Z,2019-01-07,17,310
Flinders St-Swanston St (West),2019-01-07T06:00:00Z,2019-01-07,17,2482
Alfred Place,2019-01-07T06:00:00Z,2019-01-07,17,618
Lonsdale St-Spring St (West),2019-01-07T06:00:00Z,2019-01-07,17,553
Grattan St-Swanston St (West),2019-01-07T06:00:00Z,2019-01-07,17,423
Monash Rd-Swanston St (West),2019-01-07T06:00:00Z,2019-01-07,17,338
Tin Alley-Swanston St (West),2019-01-07T06:00:00Z,2019-01-07,17,234
Bourke Street Mall (North),2019-01-07T07:00:00Z,2019-01-07,18,2566
Bourke Street Mall (South),2019-01-07T07:00:00Z,2019-01-07,18,1640
Melbourne Central,2019-01-07T07:00:00Z,2019-01-07,18,NA
Town Hall (West),2019-01-07T07:00:00Z,2019-01-07,18,2323
Princes Bridge,2019-01-07T07:00:00Z,2019-01-07,18,2809
Flinders Street Station Underpass,2019-01-07T07:00:00Z,2019-01-07,18,2266
Birrarung Marr,2019-01-07T07:00:00Z,2019-01-07,18,NA
Webb Bridge,2019-01-07T07:00:00Z,2019-01-07,18,439
Southern Cross Station,2019-01-07T07:00:00Z,2019-01-07,18,1090
Victoria Point,2019-01-07T07:00:00Z,2019-01-07,18,354
Waterfront City,2019-01-07T07:00:00Z,2019-01-07,18,153
New Quay,2019-01-07T07:00:00Z,2019-01-07,18,733
Flagstaff Station,2019-01-07T07:00:00Z,2019-01-07,18,NA
Sandridge Bridge,2019-01-07T07:00:00Z,2019-01-07,18,871
State Library,2019-01-07T07:00:00Z,2019-01-07,18,1448
Collins St (North),2019-01-07T07:00:00Z,2019-01-07,18,836
Collins Place (South),2019-01-07T07:00:00Z,2019-01-07,18,561
Collins Place (North),2019-01-07T07:00:00Z,2019-01-07,18,467
Chinatown-Swanston St (North),2019-01-07T07:00:00Z,2019-01-07,18,1028
Chinatown-Lt Bourke St (South),2019-01-07T07:00:00Z,2019-01-07,18,576
Bourke St-Russell St (West),2019-01-07T07:00:00Z,2019-01-07,18,1107
Flinders St-Elizabeth St (East),2019-01-07T07:00:00Z,2019-01-07,18,NA
Spencer St-Collins St (South),2019-01-07T07:00:00Z,2019-01-07,18,546
Spencer St-Collins St (North),2019-01-07T07:00:00Z,2019-01-07,18,2493
Melbourne Convention Exhibition Centre,2019-01-07T07:00:00Z,2019-01-07,18,1036
QV Market-Elizabeth St (West),2019-01-07T07:00:00Z,2019-01-07,18,567
QV Market-Peel St,2019-01-07T07:00:00Z,2019-01-07,18,185
The Arts Centre,2019-01-07T07:00:00Z,2019-01-07,18,2324
St Kilda Rd-Alexandra Gardens,2019-01-07T07:00:00Z,2019-01-07,18,873
Lonsdale St (South),2019-01-07T07:00:00Z,2019-01-07,18,749
Lygon St (West),2019-01-07T07:00:00Z,2019-01-07,18,432
City Square,2019-01-07T07:00:00Z,2019-01-07,18,NA
Flinders St-Spring St (West),2019-01-07T07:00:00Z,2019-01-07,18,186
Flinders St-Spark La,2019-01-07T07:00:00Z,2019-01-07,18,210
Southbank,2019-01-07T07:00:00Z,2019-01-07,18,3205
Queen St (West),2019-01-07T07:00:00Z,2019-01-07,18,308
Lygon St (East),2019-01-07T07:00:00Z,2019-01-07,18,268
Flinders St-Swanston St (West),2019-01-07T07:00:00Z,2019-01-07,18,1330
Alfred Place,2019-01-07T07:00:00Z,2019-01-07,18,263
Lonsdale St-Spring St (West),2019-01-07T07:00:00Z,2019-01-07,18,278
Grattan St-Swanston St (West),2019-01-07T07:00:00Z,2019-01-07,18,184
Monash Rd-Swanston St (West),2019-01-07T07:00:00Z,2019-01-07,18,207
Tin Alley-Swanston St (West),2019-01-07T07:00:00Z,2019-01-07,18,153
Bourke Street Mall (North),2019-01-07T08:00:00Z,2019-01-07,19,1439
Bourke Street Mall (South),2019-01-07T08:00:00Z,2019-01-07,19,799
Melbourne Central,2019-01-07T08:00:00Z,2019-01-07,19,NA
Town Hall (West),2019-01-07T08:00:00Z,2019-01-07,19,1882
Princes Bridge,2019-01-07T08:00:00Z,2019-01-07,19,1930
Flinders Street Station Underpass,2019-01-07T08:00:00Z,2019-01-07,19,1603
Birrarung Marr,2019-01-07T08:00:00Z,2019-01-07,19,NA
Webb Bridge,2019-01-07T08:00:00Z,2019-01-07,19,204
Southern Cross Station,2019-01-07T08:00:00Z,2019-01-07,19,344
Victoria Point,2019-01-07T08:00:00Z,2019-01-07,19,129
Waterfront City,2019-01-07T08:00:00Z,2019-01-07,19,164
New Quay,2019-01-07T08:00:00Z,2019-01-07,19,551
Flagstaff Station,2019-01-07T08:00:00Z,2019-01-07,19,NA
Sandridge Bridge,2019-01-07T08:00:00Z,2019-01-07,19,572
State Library,2019-01-07T08:00:00Z,2019-01-07,19,1128
Collins St (North),2019-01-07T08:00:00Z,2019-01-07,19,528
Collins Place (South),2019-01-07T08:00:00Z,2019-01-07,19,267
Collins Place (North),2019-01-07T08:00:00Z,2019-01-07,19,181
Chinatown-Swanston St (North),2019-01-07T08:00:00Z,2019-01-07,19,958
Chinatown-Lt Bourke St (South),2019-01-07T08:00:00Z,2019-01-07,19,557
Bourke St-Russell St (West),2019-01-07T08:00:00Z,2019-01-07,19,1008
Flinders St-Elizabeth St (East),2019-01-07T08:00:00Z,2019-01-07,19,NA
Spencer St-Collins St (South),2019-01-07T08:00:00Z,2019-01-07,19,234
Spencer St-Collins St (North),2019-01-07T08:00:00Z,2019-01-07,19,1247
Melbourne Convention Exhibition Centre,2019-01-07T08:00:00Z,2019-01-07,19,487
QV Market-Elizabeth St (West),2019-01-07T08:00:00Z,2019-01-07,19,503
QV Market-Peel St,2019-01-07T08:00:00Z,2019-01-07,19,104
The Arts Centre,2019-01-07T08:00:00Z,2019-01-07,19,1223
St Kilda Rd-Alexandra Gardens,2019-01-07T08:00:00Z,2019-01-07,19,532
Lonsdale St (South),2019-01-07T08:00:00Z,2019-01-07,19,750
Lygon St (West),2019-01-07T08:00:00Z,2019-01-07,19,509
City Square,2019-01-07T08:00:00Z,2019-01-07,19,NA
Flinders St-Spring St (West),2019-01-07T08:00:00Z,2019-01-07,19,66
Flinders St-Spark La,2019-01-07T08:00:00Z,2019-01-07,19,108
Southbank,2019-01-07T08:00:00Z,2019-01-07,19,2610
Queen St (West),2019-01-07T08:00:00Z,2019-01-07,19,235
Lygon St (East),2019-01-07T08:00:00Z,2019-01-07,19,314
Flinders St-Swanston St (West),2019-01-07T08:00:00Z,2019-01-07,19,614
Alfred Place,2019-01-07T08:00:00Z,2019-01-07,19,130
Lonsdale St-Spring St (West),2019-01-07T08:00:00Z,2019-01-07,19,147
Grattan St-Swanston St (West),2019-01-07T08:00:00Z,2019-01-07,19,106
Monash Rd-Swanston St (West),2019-01-07T08:00:00Z,2019-01-07,19,119
Tin Alley-Swanston St (West),2019-01-07T08:00:00Z,2019-01-07,19,118
Bourke Street Mall (North),2019-01-07T09:00:00Z,2019-01-07,20,968
Bourke Street Mall (South),2019-01-07T09:00:00Z,2019-01-07,20,499
Melbourne Central,2019-01-07T09:00:00Z,2019-01-07,20,NA
Town Hall (West),2019-01-07T09:00:00Z,2019-01-07,20,1313
Princes Bridge,2019-01-07T09:00:00Z,2019-01-07,20,1521
Flinders Street Station Underpass,2019-01-07T09:00:00Z,2019-01-07,20,1251
Birrarung Marr,2019-01-07T09:00:00Z,2019-01-07,20,NA
Webb Bridge,2019-01-07T09:00:00Z,2019-01-07,20,131
Southern Cross Station,2019-01-07T09:00:00Z,2019-01-07,20,164
Victoria Point,2019-01-07T09:00:00Z,2019-01-07,20,74
Waterfront City,2019-01-07T09:00:00Z,2019-01-07,20,154
New Quay,2019-01-07T09:00:00Z,2019-01-07,20,578
Flagstaff Station,2019-01-07T09:00:00Z,2019-01-07,20,NA
Sandridge Bridge,2019-01-07T09:00:00Z,2019-01-07,20,469
State Library,2019-01-07T09:00:00Z,2019-01-07,20,836
Collins St (North),2019-01-07T09:00:00Z,2019-01-07,20,328
Collins Place (South),2019-01-07T09:00:00Z,2019-01-07,20,279
Collins Place (North),2019-01-07T09:00:00Z,2019-01-07,20,126
Chinatown-Swanston St (North),2019-01-07T09:00:00Z,2019-01-07,20,809
Chinatown-Lt Bourke St (South),2019-01-07T09:00:00Z,2019-01-07,20,466
Bourke St-Russell St (West),2019-01-07T09:00:00Z,2019-01-07,20,822
Flinders St-Elizabeth St (East),2019-01-07T09:00:00Z,2019-01-07,20,NA
Spencer St-Collins St (South),2019-01-07T09:00:00Z,2019-01-07,20,179
Spencer St-Collins St (North),2019-01-07T09:00:00Z,2019-01-07,20,834
Melbourne Convention Exhibition Centre,2019-01-07T09:00:00Z,2019-01-07,20,383
QV Market-Elizabeth St (West),2019-01-07T09:00:00Z,2019-01-07,20,424
QV Market-Peel St,2019-01-07T09:00:00Z,2019-01-07,20,93
The Arts Centre,2019-01-07T09:00:00Z,2019-01-07,20,707
St Kilda Rd-Alexandra Gardens,2019-01-07T09:00:00Z,2019-01-07,20,370
Lonsdale St (South),2019-01-07T09:00:00Z,2019-01-07,20,636
Lygon St (West),2019-01-07T09:00:00Z,2019-01-07,20,676
City Square,2019-01-07T09:00:00Z,2019-01-07,20,NA
Flinders St-Spring St (West),2019-01-07T09:00:00Z,2019-01-07,20,71
Flinders St-Spark La,2019-01-07T09:00:00Z,2019-01-07,20,75
Southbank,2019-01-07T09:00:00Z,2019-01-07,20,2270
Queen St (West),2019-01-07T09:00:00Z,2019-01-07,20,182
Lygon St (East),2019-01-07T09:00:00Z,2019-01-07,20,413
Flinders St-Swanston St (West),2019-01-07T09:00:00Z,2019-01-07,20,427
Alfred Place,2019-01-07T09:00:00Z,2019-01-07,20,120
Lonsdale St-Spring St (West),2019-01-07T09:00:00Z,2019-01-07,20,164
Grattan St-Swanston St (West),2019-01-07T09:00:00Z,2019-01-07,20,86
Monash Rd-Swanston St (West),2019-01-07T09:00:00Z,2019-01-07,20,77
Tin Alley-Swanston St (West),2019-01-07T09:00:00Z,2019-01-07,20,56
Bourke Street Mall (North),2019-01-07T10:00:00Z,2019-01-07,21,513
Bourke Street Mall (South),2019-01-07T10:00:00Z,2019-01-07,21,316
Melbourne Central,2019-01-07T10:00:00Z,2019-01-07,21,NA
Town Hall (West),2019-01-07T10:00:00Z,2019-01-07,21,1015
Princes Bridge,2019-01-07T10:00:00Z,2019-01-07,21,1576
Flinders Street Station Underpass,2019-01-07T10:00:00Z,2019-01-07,21,1159
Birrarung Marr,2019-01-07T10:00:00Z,2019-01-07,21,NA
Webb Bridge,2019-01-07T10:00:00Z,2019-01-07,21,122
Southern Cross Station,2019-01-07T10:00:00Z,2019-01-07,21,99
Victoria Point,2019-01-07T10:00:00Z,2019-01-07,21,45
Waterfront City,2019-01-07T10:00:00Z,2019-01-07,21,143
New Quay,2019-01-07T10:00:00Z,2019-01-07,21,379
Flagstaff Station,2019-01-07T10:00:00Z,2019-01-07,21,NA
Sandridge Bridge,2019-01-07T10:00:00Z,2019-01-07,21,415
State Library,2019-01-07T10:00:00Z,2019-01-07,21,707
Collins St (North),2019-01-07T10:00:00Z,2019-01-07,21,329
Collins Place (South),2019-01-07T10:00:00Z,2019-01-07,21,151
Collins Place (North),2019-01-07T10:00:00Z,2019-01-07,21,56
Chinatown-Swanston St (North),2019-01-07T10:00:00Z,2019-01-07,21,600
Chinatown-Lt Bourke St (South),2019-01-07T10:00:00Z,2019-01-07,21,422
Bourke St-Russell St (West),2019-01-07T10:00:00Z,2019-01-07,21,707
Flinders St-Elizabeth St (East),2019-01-07T10:00:00Z,2019-01-07,21,NA
Spencer St-Collins St (South),2019-01-07T10:00:00Z,2019-01-07,21,174
Spencer St-Collins St (North),2019-01-07T10:00:00Z,2019-01-07,21,708
Melbourne Convention Exhibition Centre,2019-01-07T10:00:00Z,2019-01-07,21,281
QV Market-Elizabeth St (West),2019-01-07T10:00:00Z,2019-01-07,21,389
QV Market-Peel St,2019-01-07T10:00:00Z,2019-01-07,21,90
The Arts Centre,2019-01-07T10:00:00Z,2019-01-07,21,825
St Kilda Rd-Alexandra Gardens,2019-01-07T10:00:00Z,2019-01-07,21,219
Lonsdale St (South),2019-01-07T10:00:00Z,2019-01-07,21,534
Lygon St (West),2019-01-07T10:00:00Z,2019-01-07,21,529
City Square,2019-01-07T10:00:00Z,2019-01-07,21,NA
Flinders St-Spring St (West),2019-01-07T10:00:00Z,2019-01-07,21,64
Flinders St-Spark La,2019-01-07T10:00:00Z,2019-01-07,21,77
Southbank,2019-01-07T10:00:00Z,2019-01-07,21,2127
Queen St (West),2019-01-07T10:00:00Z,2019-01-07,21,168
Lygon St (East),2019-01-07T10:00:00Z,2019-01-07,21,246
Flinders St-Swanston St (West),2019-01-07T10:00:00Z,2019-01-07,21,416
Alfred Place,2019-01-07T10:00:00Z,2019-01-07,21,106
Lonsdale St-Spring St (West),2019-01-07T10:00:00Z,2019-01-07,21,109
Grattan St-Swanston St (West),2019-01-07T10:00:00Z,2019-01-07,21,87
Monash Rd-Swanston St (West),2019-01-07T10:00:00Z,2019-01-07,21,93
Tin Alley-Swanston St (West),2019-01-07T10:00:00Z,2019-01-07,21,89
Bourke Street Mall (North),2019-01-07T11:00:00Z,2019-01-07,22,380
Bourke Street Mall (South),2019-01-07T11:00:00Z,2019-01-07,22,165
Melbourne Central,2019-01-07T11:00:00Z,2019-01-07,22,NA
Town Hall (West),2019-01-07T11:00:00Z,2019-01-07,22,566
Princes Bridge,2019-01-07T11:00:00Z,2019-01-07,22,986
Flinders Street Station Underpass,2019-01-07T11:00:00Z,2019-01-07,22,870
Birrarung Marr,2019-01-07T11:00:00Z,2019-01-07,22,NA
Webb Bridge,2019-01-07T11:00:00Z,2019-01-07,22,104
Southern Cross Station,2019-01-07T11:00:00Z,2019-01-07,22,110
Victoria Point,2019-01-07T11:00:00Z,2019-01-07,22,83
Waterfront City,2019-01-07T11:00:00Z,2019-01-07,22,91
New Quay,2019-01-07T11:00:00Z,2019-01-07,22,472
Flagstaff Station,2019-01-07T11:00:00Z,2019-01-07,22,NA
Sandridge Bridge,2019-01-07T11:00:00Z,2019-01-07,22,347
State Library,2019-01-07T11:00:00Z,2019-01-07,22,419
Collins St (North),2019-01-07T11:00:00Z,2019-01-07,22,146
